"","company","data_year","fuel_type","value"
"2910","Apple",2018,"Electricity",218549295.774648
"3010","Apple",2018,"Electricity",84456338.028169
"3110","Apple",2018,"Electricity",186692957.746479
"3210","Apple",2018,"Electricity",187433802.816901
"3310","Apple",2018,"Electricity",77047887.3239437
"3410","Apple",2018,"Electricity",2963380.28169014
"3510","Apple",2018,"Electricity",180766197.183099
"3610","Apple",2018,"Electricity",61490140.8450704
"3710","Apple",2017,"Electricity",202250704.225352
"3810","Apple",2017,"Electricity",87419718.3098592
"3910","Apple",2017,"Electricity",144464788.732394
"4010","Apple",2017,"Electricity",137797183.098592
"4110","Apple",2017,"Electricity",33338028.1690141
"4210","Apple",2017,"Electricity",27411.2676056338
"4310","Apple",2017,"Electricity",168912676.056338
"4410","Apple",2017,"Electricity",45191549.2957746
"4510","Apple",2016,"Electricity",180943820.224719
"4610","Apple",2016,"Electricity",96404494.3820225
"4710","Apple",2016,"Electricity",85280898.8764045
"4810","Apple",2016,"Electricity",66741573.0337079
"4910","Apple",2016,"Electricity",14089887.6404494
"5010","Apple",2016,"Electricity",133483146.067416
"5110","Apple",2015,"Electricity",161504225.352113
"5210","Apple",2015,"Electricity",101495774.647887
"5310","Apple",2015,"Electricity",40005633.8028169
"5410","Apple",2015,"Electricity",34078873.2394366
"5510","Apple",2014,"Electricity",139278873.239437
"5610","Apple",2014,"Electricity",102236619.71831
"5710","Apple",2014,"Electricity",20002816.9014085
"5810","Apple",2014,"Electricity",14076056.3380282
"5910","Apple",2013,"Electricity",118535211.267606
"6010","Apple",2013,"Electricity",91123943.6619718
"6110","Apple",2013,"Electricity",13335211.2676056
"6210","Apple",2013,"Electricity",2222535.21126761
"6310","Apple",2012,"Electricity",77123595.505618
"6410","Apple",2012,"Electricity",82314606.7415731
"6510","Apple",2012,"Electricity",1483146.06741573
"6610","Apple",2011,"Electricity",32597183.0985916
"6710","Apple",2011,"Electricity",68898591.5492958
"8210","Dell",2020,"Electricity",87876033.0578512
"8310","Dell",2019,"Electricity",91592286.5013774
"8410","Dell",2018,"Electricity",99818181.8181818
"1991","Salesforce",2020,"Electricity",50511263.7362637
"2001","Salesforce",2019,"Electricity",47065494.5054945
"2011","Salesforce",2018,"Electricity",38084010.989011
"2021","Salesforce",2017,"Electricity",26468054.7945205
"2031","Salesforce",2016,"Electricity",18506318.6813187
"2041","Salesforce",2015,"Electricity",8226923.07692308
"2101","ServiceStream",2020,"Electricity",720240.527513972
"2111","Spark",2020,"Electricity",28920547.9452055
"2121","Spark",2019,"Electricity",28343406.5934066
"2131","Spark",2018,"Electricity",27348901.0989011
"2141","Spark",2017,"Electricity",25359890.1098901
"2151","Spark",2016,"Electricity",23435616.4383562
"2161","SUNeVision",2020,"Electricity",127517768.958904
"2171","SUNeVision",2019,"Electricity",92756701.5357143
"2181","SUNeVision",2018,"Electricity",73587127.782967
"2221","VISA",2019,"Electricity",77579884.7944654
"2371","Fujitsu",2019,"Electricity",2033406593.40659
"2381","Fujitsu",2018,"Electricity",1818791208.79121
"2391","Fujitsu",2017,"Electricity",1651648351.64835
"2401","Fujitsu",2016,"Electricity",2022194520.54795
"2411","Fujitsu",2015,"Electricity",1952802197.8022
"2421","Fujitsu",2014,"Electricity",2310576923.07692
"2431","Fujitsu",2013,"Electricity",2896890082.41758
"2441","Fujitsu",2012,"Electricity",2645907273.9726
"2451","Fujitsu",2011,"Electricity",2033364065.93407
"2461","Fujitsu",2010,"Electricity",2017116346.15385
"2471","KDDI Group",2020,"Electricity",563082569.863014
"2481","KDDI Group",2019,"Electricity",536036043.956044
"2491","KDDI Group",2018,"Electricity",482076346.153846
"2501","KDDI Group",2017,"Electricity",473179203.296703
"2511","KDDI Group",2016,"Electricity",483450589.041096
"2521","KDDI Group",2015,"Electricity",463176840.659341
"2531","KDDI Group",2014,"Electricity",416986813.186813
"2541","KDDI Group",2013,"Electricity",466245247.252747
"2551","KDDI Group",2012,"Electricity",546196958.90411
"2561","KDDI Group",2011,"Electricity",493279120.879121
"2571","KDDI Group",2010,"Electricity",525768131.868132
"2661","NTT",2020,"Electricity",116502438.356164
"2671","NTT",2020,"Electricity",89244073.9726027
"2681","NTT",2019,"Electricity",117885164.835165
"2691","NTT",2018,"Electricity",118837087.912088
"2701","NTT",2017,"Electricity",122234340.659341
"2711","NTT",2016,"Electricity",118826054.794521
"9100","American Express",2019,"Natural Gas",1688100000
"10100","American Express",2018,"Natural Gas",1.6711e+13
"1162","American Express",2017,"Natural Gas",1.7615e+13
"1211","Apple",2019,"Biogas",37917348.1616405
"1311","Apple",2019,"Natural Gas",23630.0842247191
"1511","Apple",2019,"Natural Gas",38247.4119662921
"2112","Apple",2018,"Biogas",37667492.662738
"2211","Apple",2018,"Natural Gas",33874.0542873239
"2412","Apple",2018,"Natural Gas",41545.0845183099
"2911","Apple",2017,"Biogas",41087101.2282817
"3111","Apple",2017,"Natural Gas",34937.3654084507
"3311","Apple",2017,"Natural Gas",19747.2065352113
"3711","Apple",2016,"Biogas",43200019.3054648
"3911","Apple",2016,"Natural Gas",39065.125971831
"4111","Apple",2016,"Natural Gas",3005.00969014085
"4511","Apple",2015,"Biogas",37199129.928618
"4711","Apple",2015,"Natural Gas",14011.4281460674
"4911","Apple",2015,"Natural Gas",2499.33583146067
"5111","Apple",2014,"Biogas",35024329.068
"5311","Apple",2014,"Natural Gas",18456.0430309859
"5511","Apple",2013,"Natural Gas",519513.860057899
"5711","Apple",2013,"Natural Gas",348.472125248451
"5911","Apple",2012,"Natural Gas",370727.204938231
"6311","Apple",2011,"Natural Gas",2818.55653115281
"6810","Baidu",2020,"Natural Gas",27081123.9039177
"6910","Baidu",2019,"Natural Gas",25439440.2732552
"7810","China Telecom",2020,"Natural Gas",81181055.4867157
"7910","China Telecom",2019,"Natural Gas",97438379.9925079
"8010","China Telecom",2018,"Natural Gas",97227245.9080171
"8110","China Telecom",2017,"Natural Gas",89731985.9085934
"8211","Dell",2019,"Other",182920110.192837
"8311","Dell",2018,"Other",186928374.655647
"8411","Dell",2017,"Other",190909090.909091
"8510","eBay",2020,"Natural Gas",40125000
"8610","eBay",2019,"Natural Gas",43012000
"8710","eBay",2018,"Natural Gas",42890000
"1541","HPE",2018,"Other",11000
"1551","HPE",2017,"Other",63000
"1561","HPE",2016,"Other",395000
"1591","IBM",2019,"Other",6.5e+08
"1601","IBM",2018,"Other",6.57e+08
"1612","IBM",2018,"Other",674063300
"1791","Huawei",2018,"Natural Gas",117601685.06138
"1801","Huawei",2017,"Natural Gas",75058167.0364822
"1812","Huawei",2016,"Natural Gas",104828072.949686
"1821","Huawei",2015,"Natural Gas",55105996.0521009
"1831","Huawei",2014,"Natural Gas",51833417.7424934
"1841","Huawei",2013,"Natural Gas",446548588.698059
"1851","Huawei",2012,"Natural Gas",47505169.0104318
"1861","JD",2020,"Natural Gas",2950197.67599851
"1871","JPMorgan",2020,"Natural Gas",216862000
"1881","JPMorgan",2019,"Natural Gas",254794000
"1891","JPMorgan",2018,"Natural Gas",256623000
"1901","JPMorgan",2017,"Natural Gas",224119000
"1951","Microsoft",2019,"Natural Gas",218557000
"1961","Microsoft",2018,"Natural Gas",196644000
"1971","Microsoft",2017,"Natural Gas",110863000
"1981","Microsoft",2016,"Natural Gas",107687000
"2162","SUNeVision",2019,"Diesel",401091.378082192
"2172","SUNeVision",2018,"Diesel",166750.203296703
"2182","SUNeVision",2017,"Diesel",700580.307692308
"2191","Tencent",2020,"Diesel",1267680
"2201","Tencent",2019,"Diesel",1203160
"2212","Tencent",2018,"Diesel",139820
"2251","Equinix",2019,"Other",5.74e+09
"2261","Equinix",2018,"Other",5.18e+09
"2271","Equinix",2017,"Other",4.54e+09
"2281","Equinix",2016,"Other",3.72e+09
"2291","Equinix",2015,"Other",2.6e+09
"2312","Telstra ",2015,"Natural Gas",8883851.83970566
"2321","Telstra ",2014,"Natural Gas",9339683.27204125
"2331","Telstra ",2013,"Natural Gas",6387195.58508511
"2341","Telstra ",2012,"Natural Gas",6321918.0795404
"2351","Telstra ",2011,"Natural Gas",4757757.93604148
"2361","Telstra ",2010,"Natural Gas",5345811.03918252
"2372","Fujitsu",2018,"Natural Gas",2.29893115882339e+20
"2382","Fujitsu",2017,"Natural Gas",2.22582308187498e+20
"2392","Fujitsu",2016,"Natural Gas",2.35625638291742e+20
"2402","Fujitsu",2015,"Natural Gas",2.37663516044238e+20
"2413","Fujitsu",2014,"Natural Gas",2.37760180684396e+20
"2422","Fujitsu",2013,"Natural Gas",2.43640612960681e+20
"2432","Fujitsu",2012,"Natural Gas",253075870.374907
"2442","Fujitsu",2011,"Natural Gas",250422377.692495
"2452","Fujitsu",2010,"Natural Gas",249727655.019647
"2462","Fujitsu",2009,"Natural Gas",266518673.127472
"2472","KDDI Group",2019,"Other",176.41095890411
"2482","KDDI Group",2018,"Other",106.89010989011
"2492","KDDI Group",2017,"Other",130.225274725275
"2502","KDDI Group",2016,"Other",103.5
"2513","KDDI Group",2015,"Other",91.5835616438356
"2522","KDDI Group",2014,"Other",90.3296703296703
"2532","KDDI Group",2013,"Other",101.620879120879
"2542","KDDI Group",2012,"Other",91.5
"2552","KDDI Group",2011,"Other",90.0821917808219
"2562","KDDI Group",2010,"Other",82.3505494505495
"2572","KDDI Group",2009,"Other",119.235164835165
"2581","China Unicom",2019,"Natural Gas",54219232.8972395
"2591","China Unicom",2018,"Natural Gas",107099875.698807
"2601","China Unicom",2017,"Natural Gas",747520226.139706
"2612","China Unicom",2016,"Natural Gas",116123746.469944
"2621","China Unicom",2015,"Natural Gas",108839620.555012
"2631","China Unicom",2014,"Natural Gas",113695704.4983
